,index,hangul_word,english_phrase,does_end_in_hada,hanja_word,hanja_exists,hanja_word_with_hada,num_hangul_words,Unnamed: 0,english_translation
3907,이,이,this,False,衈,True,衈,384,943.0,衈
3908,이,이,this,False,衪,True,衪,384,4105.0,he
3909,이,이,this,False,袘,True,袘,384,4687.0,bank
3910,이,이,this,False,袲,True,袲,384,3503.0,袲
3911,이,이,this,False,袻,True,袻,384,3315.0,袻
3912,이,이,this,False,訑,True,訑,384,4846.0,訑
3913,이,이,this,False,詑,True,詑,384,4012.0,詑
3914,이,이,this,False,詒,True,詒,384,4536.0,first
3915,이,이,this,False,誀,True,誀,384,1547.0,誀
3916,이,이,this,False,謻,True,謻,384,2446.0,謻
3917,이,이,this,False,诒,True,诒,384,2854.0,first
3918,이,이,this,False,貤,True,貤,384,2618.0,貤
3919,이,이,this,False,貮,True,貮,384,2975.0,貮
3920,이,이,this,False,貳,True,貳,384,3760.0,two
3921,이,이,this,False,貽,True,貽,384,1959.0,deliver
3922,이,이,this,False,贰,True,贰,384,3099.0,two
3923,이,이,this,False,贻,True,贻,384,2378.0,deliver
3924,이,이,this,False,趰,True,趰,384,2433.0,趰
3925,이,이,this,False,跠,True,跠,384,2896.0,跠
3926,이,이,this,False,輀,True,輀,384,1267.0,輀
3927,이,이,this,False,轜,True,轜,384,2380.0,轜
3928,이,이,this,False,迆,True,迆,384,673.0,fresh water
3929,이,이,this,False,迤,True,迤,384,4579.0,extend
3930,이,이,this,False,迩,True,迩,384,3247.0,near
3931,이,이,this,False,迱,True,迱,384,3923.0,迱
3932,이,이,this,False,迻,True,迻,384,2458.0,迻
3933,이,이,this,False,邇,True,邇,384,483.0,near
3934,이,이,this,False,酏,True,酏,384,4621.0,chap
3935,이,이,this,False,鉯,True,鉯,384,3529.0,鉯
3936,이,이,this,False,鉺,True,鉺,384,4011.0,erbium; erbium
3937,이,이,this,False,铒,True,铒,384,964.0,erbium; erbium
3938,이,이,this,False,陑,True,陑,384,4716.0,陑
3939,이,이,this,False,隭,True,隭,384,4533.0,隭
3940,이,이,this,False,隶,True,隶,384,302.0,subordinate
3941,이,이,this,False,頉,True,頉,384,2587.0,頉
3942,이,이,this,False,頤,True,頤,384,4722.0,eat
3943,이,이,this,False,頥,True,頥,384,2316.0,頥
3944,이,이,this,False,顊,True,顊,384,3265.0,顊
3945,이,이,this,False,颐,True,颐,384,3001.0,eat
3946,이,이,this,False,飴,True,飴,384,740.0,enjoy
3947,이,이,this,False,餌,True,餌,384,1562.0,bait
3948,이,이,this,False,饴,True,饴,384,376.0,enjoy
3949,이,이,this,False,饵,True,饵,384,2035.0,bait
3950,이,이,this,False,駬,True,駬,384,1106.0,駬
3951,이,이,this,False,髵,True,髵,384,2068.0,髵
3952,이,이,this,False,鮞,True,鮞,384,4180.0,oolitic
3953,이,이,this,False,鲕,True,鲕,384,3021.0,oolitic
3954,이,이,this,False,鴯,True,鴯,384,209.0,emulation
3955,이,이,this,False,鶍,True,鶍,384,51.0,鶍
3956,이,이,this,False,鸸,True,鸸,384,3456.0,emulation
3957,이,이,this,False,黟,True,黟,384,1910.0,黟
3958,이,이,this,False,㐌,True,㐌,384,2154.0,㐌
3959,이,이,this,False,㑆,True,㑆,384,4671.0,㑆
3960,이,이,this,False,㑥,True,㑥,384,614.0,㑥
3961,이,이,this,False,㒃,True,㒃,384,3875.0,㒃
3962,이,이,this,False,㕥,True,㕥,384,4071.0,㕥
3963,이,이,this,False,㖇,True,㖇,384,377.0,㖇
3964,이,이,this,False,㛅,True,㛅,384,1492.0,㛅
3965,이,이,this,False,㛋,True,㛋,384,1893.0,㛋
3966,이,이,this,False,㜇,True,㜇,384,1757.0,㜇
3967,이,이,this,False,㠯,True,㠯,384,954.0,㠯
3968,이,이,this,False,㢮,True,㢮,384,309.0,㢮
3969,이,이,this,False,㢽,True,㢽,384,1036.0,㢽
3970,이,이,this,False,㣇,True,㣇,384,1083.0,㣇
3971,이,이,this,False,㥴,True,㥴,384,2766.0,㥴
3972,이,이,this,False,㦾,True,㦾,384,1621.0,㦾
3973,이,이,this,False,㧠,True,㧠,384,4640.0,㧠
3974,이,이,this,False,㮕,True,㮕,384,3451.0,㮕
3975,이,이,this,False,㯩,True,㯩,384,4697.0,㯩
3976,이,이,this,False,㰘,True,㰘,384,3363.0,㰘
3977,이,이,this,False,㰝,True,㰝,384,3121.0,㰝
3978,이,이,this,False,㰻,True,㰻,384,1656.0,㰻
3979,이,이,this,False,㴣,True,㴣,384,2465.0,㴣
3980,이,이,this,False,㹫,True,㹫,384,2296.0,㹫
3981,이,이,this,False,㺿,True,㺿,384,2052.0,㺿
3982,이,이,this,False,㼢,True,㼢,384,903.0,㼢
3983,이,이,this,False,䄬,True,䄬,384,4103.0,䄬
3984,이,이,this,False,䋙,True,䋙,384,4230.0,䋙
3985,이,이,this,False,䌺,True,䌺,384,2217.0,䌺
3986,이,이,this,False,䎟,True,䎟,384,568.0,䎟
3987,이,이,this,False,䎠,True,䎠,384,754.0,䎠
3988,이,이,this,False,䎶,True,䎶,384,1727.0,䎶
3989,이,이,this,False,䏪,True,䏪,384,3764.0,䏪
3990,이,이,this,False,䔟,True,䔟,384,1533.0,䔟
3991,이,이,this,False,䔬,True,䔬,384,4782.0,䔬
3992,이,이,this,False,䙹,True,䙹,384,4280.0,䙹
3993,이,이,this,False,䛂,True,䛂,384,2722.0,䛂
3994,이,이,this,False,䝯,True,䝯,384,2949.0,䝯
3995,이,이,this,False,䞅,True,䞅,384,2882.0,䞅
3996,이,이,this,False,䣵,True,䣵,384,650.0,䣵
3997,이,이,this,False,䧅,True,䧅,384,1750.0,䧅
3998,이,이,this,False,䩟,True,䩟,384,1927.0,䩟
3999,이,이,this,False,䬁,True,䬁,384,4485.0,䬁
4000,이,이,this,False,䬮,True,䬮,384,972.0,䬮
4001,이,이,this,False,䮊,True,䮊,384,3304.0,䮊
4002,이,이,this,False,䱌,True,䱌,384,3938.0,䱌
4003,이,이,two,False,乁,True,乁,384,3122.0,乁
4004,이,이,two,False,二,True,二,384,442.0,two
4005,이,이,two,False,以,True,以,384,4634.0,with
4006,이,이,two,False,伊,True,伊,384,1634.0,Yes.g.
4007,이,이,two,False,伿,True,伿,384,2218.0,伿
4008,이,이,two,False,佁,True,佁,384,1809.0,佁
4009,이,이,two,False,佴,True,佴,384,3752.0,connexion
4010,이,이,two,False,侇,True,侇,384,2828.0,侇
4011,이,이,two,False,侕,True,侕,384,4837.0,侕
4012,이,이,two,False,儞,True,儞,384,1763.0,儞
4013,이,이,two,False,刵,True,刵,384,667.0,刵
4014,이,이,two,False,匜,True,匜,384,3321.0,匜
4015,이,이,two,False,咡,True,咡,384,2600.0,咡
4016,이,이,two,False,咦,True,咦,384,1945.0,Why?
4017,이,이,two,False,咿,True,咿,384,1640.0,make a word
4018,이,이,two,False,圯,True,圯,384,4191.0,factory
4019,이,이,two,False,坨,True,坨,384,3328.0,lump
4020,이,이,two,False,夷,True,夷,384,208.0,banish
4021,이,이,two,False,姨,True,姨,384,71.0,aunt
4022,이,이,two,False,媐,True,媐,384,4862.0,媐
4023,이,이,two,False,宧,True,宧,384,3291.0,宧
4024,이,이,two,False,尒,True,尒,384,2571.0,尒
4025,이,이,two,False,尓,True,尓,384,36.0,you
4026,이,이,two,False,尔,True,尔,384,3755.0,you
4027,이,이,two,False,峏,True,峏,384,1991.0,峏
4028,이,이,two,False,峓,True,峓,384,2613.0,峓
4029,이,이,two,False,崺,True,崺,384,2286.0,崺
4030,이,이,two,False,已,True,已,384,854.0,already
4031,이,이,two,False,巸,True,巸,384,3199.0,巸
4032,이,이,two,False,廙,True,廙,384,1585.0,廙
4033,이,이,two,False,异,True,异,384,382.0,different
4034,이,이,two,False,弍,True,弍,384,2979.0,弍
4035,이,이,two,False,弐,True,弐,384,2428.0,弐
4036,이,이,two,False,弛,True,弛,384,1732.0,loosen
4037,이,이,two,False,弬,True,弬,384,53.0,弬
4038,이,이,two,False,彛,True,彛,384,4316.0,彛
4039,이,이,two,False,彜,True,彜,384,1387.0,彜
4040,이,이,two,False,彝,True,彝,384,4394.0,one's wife
4041,이,이,two,False,彞,True,彞,384,901.0,one's wife
4042,이,이,two,False,怡,True,怡,384,979.0,pleasant
4043,이,이,two,False,恞,True,恞,384,2514.0,恞
4044,이,이,two,False,扅,True,扅,384,4094.0,扅
4045,이,이,two,False,攺,True,攺,384,3767.0,攺
4046,이,이,two,False,敡,True,敡,384,3016.0,敡
4047,이,이,two,False,暆,True,暆,384,758.0,暆
4048,이,이,two,False,杝,True,杝,384,4832.0,杝
4049,이,이,two,False,枱,True,枱,384,1722.0,table
4050,이,이,two,False,柂,True,柂,384,1846.0,柂
4051,이,이,two,False,栭,True,栭,384,2857.0,栭
4052,이,이,two,False,栮,True,栮,384,4045.0,栮
4053,이,이,two,False,桋,True,桋,384,4417.0,桋
4054,이,이,two,False,椸,True,椸,384,3450.0,椸
4055,이,이,two,False,樲,True,樲,384,2413.0,樲
4056,이,이,two,False,歋,True,歋,384,796.0,歋
4057,이,이,two,False,殔,True,殔,384,1047.0,殔
4058,이,이,two,False,毦,True,毦,384,4239.0,毦
4059,이,이,two,False,洏,True,洏,384,778.0,洏
4060,이,이,two,False,洟,True,洟,384,3169.0,洟
4061,이,이,two,False,洢,True,洢,384,4349.0,洢
4062,이,이,two,False,洱,True,洱,384,616.0,er
4063,이,이,two,False,潩,True,潩,384,1496.0,潩
4064,이,이,two,False,熪,True,熪,384,4265.0,熪
4065,이,이,two,False,爾,True,爾,384,2392.0,you
4066,이,이,two,False,狏,True,狏,384,1180.0,狏
4067,이,이,two,False,珆,True,珆,384,336.0,珆
4068,이,이,two,False,珥,True,珥,384,247.0,call
4069,이,이,two,False,瓵,True,瓵,384,4723.0,瓵
4070,이,이,two,False,痍,True,痍,384,2874.0,break
4071,이,이,two,False,眙,True,眙,384,4568.0,close
4072,이,이,two,False,眤,True,眤,384,2892.0,眤
4073,이,이,two,False,眱,True,眱,384,664.0,眱
4074,이,이,two,False,眲,True,眲,384,1149.0,眲
4075,이,이,two,False,移,True,移,384,2982.0,remove
4076,이,이,two,False,笖,True,笖,384,4747.0,笖
4077,이,이,two,False,箷,True,箷,384,479.0,箷
4078,이,이,two,False,簃,True,簃,384,1818.0,簃
4079,이,이,two,False,粫,True,粫,384,330.0,粫
4080,이,이,two,False,綛,True,綛,384,2883.0,綛
4081,이,이,two,False,羠,True,羠,384,931.0,羠
4082,이,이,two,False,羡,True,羡,384,1989.0,envy
4083,이,이,two,False,而,True,而,384,997.0,while
4084,이,이,two,False,耳,True,耳,384,916.0,ear
4085,이,이,two,False,聏,True,聏,384,794.0,聏
4086,이,이,two,False,肄,True,肄,384,2190.0,cuff
4087,이,이,two,False,肔,True,肔,384,168.0,肔
4088,이,이,two,False,胣,True,胣,384,3051.0,胣
4089,이,이,two,False,胰,True,胰,384,4299.0,pancreas
4090,이,이,two,False,胹,True,胹,384,2863.0,胹
4091,이,이,two,False,苡,True,苡,384,224.0,long ago
4092,이,이,two,False,苢,True,苢,384,3402.0,苢
4093,이,이,two,False,荋,True,荋,384,4142.0,荋
4094,이,이,two,False,荑,True,荑,384,2006.0,cat
4095,이,이,two,False,薾,True,薾,384,158.0,薾
4096,이,이,two,False,蛜,True,蛜,384,2770.0,蛜
4097,이,이,two,False,蛦,True,蛦,384,4880.0,蛦
4098,이,이,two,False,螔,True,螔,384,1342.0,螔
4099,이,이,two,False,衈,True,衈,384,943.0,衈
4100,이,이,two,False,衪,True,衪,384,4105.0,he
4101,이,이,two,False,袘,True,袘,384,4687.0,bank
4102,이,이,two,False,袲,True,袲,384,3503.0,袲
4103,이,이,two,False,袻,True,袻,384,3315.0,袻
4104,이,이,two,False,訑,True,訑,384,4846.0,訑
4105,이,이,two,False,詑,True,詑,384,4012.0,詑
4106,이,이,two,False,詒,True,詒,384,4536.0,first
4107,이,이,two,False,誀,True,誀,384,1547.0,誀
4108,이,이,two,False,謻,True,謻,384,2446.0,謻
4109,이,이,two,False,诒,True,诒,384,2854.0,first
4110,이,이,two,False,貤,True,貤,384,2618.0,貤
4111,이,이,two,False,貮,True,貮,384,2975.0,貮
4112,이,이,two,False,貳,True,貳,384,3760.0,two
4113,이,이,two,False,貽,True,貽,384,1959.0,deliver
4114,이,이,two,False,贰,True,贰,384,3099.0,two
4115,이,이,two,False,贻,True,贻,384,2378.0,deliver
4116,이,이,two,False,趰,True,趰,384,2433.0,趰
4117,이,이,two,False,跠,True,跠,384,2896.0,跠
4118,이,이,two,False,輀,True,輀,384,1267.0,輀
4119,이,이,two,False,轜,True,轜,384,2380.0,轜
4120,이,이,two,False,迆,True,迆,384,673.0,fresh water
4121,이,이,two,False,迤,True,迤,384,4579.0,extend
4122,이,이,two,False,迩,True,迩,384,3247.0,near
4123,이,이,two,False,迱,True,迱,384,3923.0,迱
4124,이,이,two,False,迻,True,迻,384,2458.0,迻
4125,이,이,two,False,邇,True,邇,384,483.0,near
4126,이,이,two,False,酏,True,酏,384,4621.0,chap
4127,이,이,two,False,鉯,True,鉯,384,3529.0,鉯
4128,이,이,two,False,鉺,True,鉺,384,4011.0,erbium; erbium
4129,이,이,two,False,铒,True,铒,384,964.0,erbium; erbium
4130,이,이,two,False,陑,True,陑,384,4716.0,陑
4131,이,이,two,False,隭,True,隭,384,4533.0,隭
4132,이,이,two,False,隶,True,隶,384,302.0,subordinate
4133,이,이,two,False,頉,True,頉,384,2587.0,頉
4134,이,이,two,False,頤,True,頤,384,4722.0,eat
4135,이,이,two,False,頥,True,頥,384,2316.0,頥
4136,이,이,two,False,顊,True,顊,384,3265.0,顊
4137,이,이,two,False,颐,True,颐,384,3001.0,eat
4138,이,이,two,False,飴,True,飴,384,740.0,enjoy
4139,이,이,two,False,餌,True,餌,384,1562.0,bait
4140,이,이,two,False,饴,True,饴,384,376.0,enjoy
4141,이,이,two,False,饵,True,饵,384,2035.0,bait
4142,이,이,two,False,駬,True,駬,384,1106.0,駬
4143,이,이,two,False,髵,True,髵,384,2068.0,髵
4144,이,이,two,False,鮞,True,鮞,384,4180.0,oolitic
4145,이,이,two,False,鲕,True,鲕,384,3021.0,oolitic
4146,이,이,two,False,鴯,True,鴯,384,209.0,emulation
4147,이,이,two,False,鶍,True,鶍,384,51.0,鶍
4148,이,이,two,False,鸸,True,鸸,384,3456.0,emulation
4149,이,이,two,False,黟,True,黟,384,1910.0,黟
4150,이,이,two,False,㐌,True,㐌,384,2154.0,㐌
4151,이,이,two,False,㑆,True,㑆,384,4671.0,㑆
4152,이,이,two,False,㑥,True,㑥,384,614.0,㑥
4153,이,이,two,False,㒃,True,㒃,384,3875.0,㒃
4154,이,이,two,False,㕥,True,㕥,384,4071.0,㕥
4155,이,이,two,False,㖇,True,㖇,384,377.0,㖇
4156,이,이,two,False,㛅,True,㛅,384,1492.0,㛅
4157,이,이,two,False,㛋,True,㛋,384,1893.0,㛋
4158,이,이,two,False,㜇,True,㜇,384,1757.0,㜇
4159,이,이,two,False,㠯,True,㠯,384,954.0,㠯
4160,이,이,two,False,㢮,True,㢮,384,309.0,㢮
4161,이,이,two,False,㢽,True,㢽,384,1036.0,㢽
4162,이,이,two,False,㣇,True,㣇,384,1083.0,㣇
4163,이,이,two,False,㥴,True,㥴,384,2766.0,㥴
4164,이,이,two,False,㦾,True,㦾,384,1621.0,㦾
4165,이,이,two,False,㧠,True,㧠,384,4640.0,㧠
4166,이,이,two,False,㮕,True,㮕,384,3451.0,㮕
4167,이,이,two,False,㯩,True,㯩,384,4697.0,㯩
4168,이,이,two,False,㰘,True,㰘,384,3363.0,㰘
4169,이,이,two,False,㰝,True,㰝,384,3121.0,㰝
4170,이,이,two,False,㰻,True,㰻,384,1656.0,㰻
4171,이,이,two,False,㴣,True,㴣,384,2465.0,㴣
4172,이,이,two,False,㹫,True,㹫,384,2296.0,㹫
4173,이,이,two,False,㺿,True,㺿,384,2052.0,㺿
4174,이,이,two,False,㼢,True,㼢,384,903.0,㼢
4175,이,이,two,False,䄬,True,䄬,384,4103.0,䄬
4176,이,이,two,False,䋙,True,䋙,384,4230.0,䋙
4177,이,이,two,False,䌺,True,䌺,384,2217.0,䌺
4178,이,이,two,False,䎟,True,䎟,384,568.0,䎟
4179,이,이,two,False,䎠,True,䎠,384,754.0,䎠
4180,이,이,two,False,䎶,True,䎶,384,1727.0,䎶
4181,이,이,two,False,䏪,True,䏪,384,3764.0,䏪
4182,이,이,two,False,䔟,True,䔟,384,1533.0,䔟
4183,이,이,two,False,䔬,True,䔬,384,4782.0,䔬
4184,이,이,two,False,䙹,True,䙹,384,4280.0,䙹
4185,이,이,two,False,䛂,True,䛂,384,2722.0,䛂
4186,이,이,two,False,䝯,True,䝯,384,2949.0,䝯
4187,이,이,two,False,䞅,True,䞅,384,2882.0,䞅
4188,이,이,two,False,䣵,True,䣵,384,650.0,䣵
4189,이,이,two,False,䧅,True,䧅,384,1750.0,䧅
4190,이,이,two,False,䩟,True,䩟,384,1927.0,䩟
4191,이,이,two,False,䬁,True,䬁,384,4485.0,䬁
4192,이,이,two,False,䬮,True,䬮,384,972.0,䬮
4193,이,이,two,False,䮊,True,䮊,384,3304.0,䮊
4194,이,이,two,False,䱌,True,䱌,384,3938.0,䱌
244,구,구,nine,False,丘,True,丘,349,2476.0,hill
245,구,구,nine,False,丠,True,丠,349,2323.0,丠
246,구,구,nine,False,丩,True,丩,349,1536.0,丩
247,구,구,nine,False,久,True,久,349,4174.0,for a time
248,구,구,nine,False,乆,True,乆,349,545.0,乆
249,구,구,nine,False,九,True,九,349,452.0,nine
250,구,구,nine,False,亀,True,亀,349,4718.0,亀
251,구,구,nine,False,仇,True,仇,349,4237.0,grudge
252,구,구,nine,False,伛,True,伛,349,2534.0,slouch
253,구,구,nine,False,佉,True,佉,349,2111.0,佉
254,구,구,nine,False,佝,True,佝,349,1374.0,crouch
255,구,구,nine,False,俅,True,俅,349,2628.0,ensign
256,구,구,nine,False,俱,True,俱,349,3201.0,everything
257,구,구,nine,False,倃,True,倃,349,2317.0,倃
258,구,구,nine,False,倶,True,倶,349,3032.0,倶
259,구,구,nine,False,傴,True,傴,349,2796.0,slouch
260,구,구,nine,False,具,True,具,349,941.0,set afoot
261,구,구,nine,False,冓,True,冓,349,3517.0,冓
262,구,구,nine,False,冦,True,冦,349,4479.0,冦
263,구,구,nine,False,剾,True,剾,349,2102.0,剾
264,구,구,nine,False,劬,True,劬,349,4396.0,give birth to
265,구,구,nine,False,劶,True,劶,349,3910.0,劶
266,구,구,nine,False,勼,True,勼,349,1198.0,勼
267,구,구,nine,False,勾,True,勾,349,4456.0,catch
268,구,구,nine,False,匓,True,匓,349,1081.0,匓
269,구,구,nine,False,匛,True,匛,349,2414.0,匛
270,구,구,nine,False,匶,True,匶,349,1772.0,匶
271,구,구,nine,False,区,True,区,349,3128.0,block
272,구,구,nine,False,區,True,區,349,2867.0,block
273,구,구,nine,False,厩,True,厩,349,3869.0,stable
274,구,구,nine,False,厹,True,厹,349,4680.0,厹
275,구,구,nine,False,口,True,口,349,301.0,mouth
276,구,구,nine,False,句,True,句,349,3337.0,sentence
277,구,구,nine,False,叴,True,叴,349,2602.0,叴
278,구,구,nine,False,呕,True,呕,349,4269.0,"Oh, my God."
279,구,구,nine,False,呴,True,呴,349,344.0,呴
280,구,구,nine,False,咎,True,咎,349,4622.0,blame
281,구,구,nine,False,嘔,True,嘔,349,4257.0,"Oh, my God."
282,구,구,nine,False,坵,True,坵,349,3453.0,mounds
283,구,구,nine,False,坸,True,坸,349,1405.0,坸
284,구,구,nine,False,垢,True,垢,349,1823.0,dirt
285,구,구,nine,False,埧,True,埧,349,4537.0,埧
286,구,구,nine,False,够,True,够,349,2057.0,enough
287,구,구,nine,False,夠,True,夠,349,515.0,enough
288,구,구,nine,False,奺,True,奺,349,4812.0,奺
289,구,구,nine,False,妪,True,妪,349,784.0,woman
290,구,구,nine,False,姤,True,姤,349,4531.0,姤
291,구,구,nine,False,媾,True,媾,349,2040.0,coax
292,구,구,nine,False,嫗,True,嫗,349,1182.0,woman
293,구,구,nine,False,宼,True,宼,349,3999.0,宼
294,구,구,nine,False,寇,True,寇,349,839.0,rebel
295,구,구,nine,False,寠,True,寠,349,4608.0,寠
296,구,구,nine,False,屦,True,屦,349,2255.0,return
297,구,구,nine,False,屨,True,屨,349,460.0,return
298,구,구,nine,False,岖,True,岖,349,39.0,rugged
299,구,구,nine,False,岣,True,岣,349,433.0,Gosausee; Gosausee; Gosausee; Gosausee
300,구,구,nine,False,岴,True,岴,349,4811.0,岴
301,구,구,nine,False,嶇,True,嶇,349,4001.0,rugged
302,구,구,nine,False,巯,True,巯,349,2381.0,mercapto
303,구,구,nine,False,巰,True,巰,349,2054.0,mercapto
304,구,구,nine,False,廄,True,廄,349,737.0,stable
305,구,구,nine,False,廏,True,廏,349,2629.0,廏
306,구,구,nine,False,廐,True,廐,349,3967.0,廐
307,구,구,nine,False,彀,True,彀,349,1850.0,barely
308,구,구,nine,False,彄,True,彄,349,1085.0,彄
309,구,구,nine,False,忂,True,忂,349,1926.0,忂
310,구,구,nine,False,怐,True,怐,349,1137.0,怐
311,구,구,nine,False,惧,True,惧,349,3889.0,fear
312,구,구,nine,False,愳,True,愳,349,634.0,愳
313,구,구,nine,False,慦,True,慦,349,4392.0,慦
314,구,구,nine,False,懼,True,懼,349,196.0,fear
315,구,구,nine,False,戵,True,戵,349,1008.0,戵
316,구,구,nine,False,扏,True,扏,349,4185.0,扏
317,구,구,nine,False,扣,True,扣,349,3000.0,cuff
318,구,구,nine,False,抅,True,抅,349,4418.0,抅
319,구,구,nine,False,抠,True,抠,349,850.0,dig
320,구,구,nine,False,拘,True,拘,349,1749.0,arrest
321,구,구,nine,False,捄,True,捄,349,2409.0,捄
322,구,구,nine,False,搆,True,搆,349,1938.0,extend
323,구,구,nine,False,搝,True,搝,349,4802.0,搝
324,구,구,nine,False,摳,True,摳,349,1017.0,dig
325,구,구,nine,False,撀,True,撀,349,2900.0,撀
326,구,구,nine,False,敂,True,敂,349,999.0,敂
327,구,구,nine,False,救,True,救,349,2248.0,save
