,Unnamed: 0,index,hangul_word,english_phrase,does_end_in_hada,hanja_word,hanja_exists,hanja_word_with_hada,num_hangul_words,hangul_syll_chains,hanja_syll_chains,hangul_hanja_subseq_chain,hangul_chain_with_trans,hanja_chain_with_trans
5549,2482,사전,사전,dictionary,False,事前,True,事前,6,"[['사', '전'], ['사전']]","[['事', '前'], ['事前']]","(['사전'], ['事前'])",사전 (Dictionary),事前 (beforehand)
5550,2483,사전,사전,dictionary,False,死前,True,死前,6,"[['사', '전'], ['사전']]","[['死', '前'], ['死前']]","(['사', '전'], ['死', '前'])",사 (Buy) + 전 (Jeon),死 (go to one's door) + 前 (background)
5550,2483,사전,사전,dictionary,False,死前,True,死前,6,"[['사', '전'], ['사전']]","[['死', '前'], ['死前']]","(['사전'], ['死前'])",사전 (Dictionary),死前 (before one's death)
5551,2484,사전,사전,dictionary,False,私田,True,私田,6,"[['사', '전'], ['사전']]","[['私', '田'], ['私田']]","(['사', '전'], ['私', '田'])",사 (Buy) + 전 (Jeon),私 (privately) + 田 (field)
5551,2484,사전,사전,dictionary,False,私田,True,私田,6,"[['사', '전'], ['사전']]","[['私', '田'], ['私田']]","(['사전'], ['私田'])",사전 (Dictionary),私田 (private land)
5552,2485,사전,사전,dictionary,False,私電,True,私電,6,"[['사', '전'], ['사전']]","[['私', '電'], ['私電']]","(['사', '전'], ['私', '電'])",사 (Buy) + 전 (Jeon),私 (privately) + 電 (electricity)
5552,2485,사전,사전,dictionary,False,私電,True,私電,6,"[['사', '전'], ['사전']]","[['私', '電'], ['私電']]","(['사전'], ['私電'])",사전 (Dictionary),私電 (a private telegram)
5553,2486,사전,사전,dictionary,False,辭典,True,辭典,6,"[['사', '전'], ['사전']]","[['辭', '典'], ['辭典']]","(['사', '전'], ['辭', '典'])",사 (Buy) + 전 (Jeon),辭 (decline) + 典 (book)
5553,2486,사전,사전,dictionary,False,辭典,True,辭典,6,"[['사', '전'], ['사전']]","[['辭', '典'], ['辭典']]","(['사전'], ['辭典'])",사전 (Dictionary),辭典 (dictionary)
5564,3805,의사,의사,doctor,False,意思,True,意思,4,"[['의', '사'], ['의사']]","[['意', '思'], ['意思']]","(['의', '사'], ['意', '思'])",의 (of) + 사 (Buy),意 (intention) + 思 (think)
5564,3805,의사,의사,doctor,False,意思,True,意思,4,"[['의', '사'], ['의사']]","[['意', '思'], ['意思']]","(['의사'], ['意思'])",의사 (a doctor),意思 (meaning)
5565,3806,의사,의사,doctor,False,擬似,True,擬似,4,"[['의', '사'], ['의사']]","[['擬', '似'], ['擬似']]","(['의', '사'], ['擬', '似'])",의 (of) + 사 (Buy),擬 (imitate) + 似 (similar)
5565,3806,의사,의사,doctor,False,擬似,True,擬似,4,"[['의', '사'], ['의사']]","[['擬', '似'], ['擬似']]","(['의사'], ['擬似'])",의사 (a doctor),擬似 (imitate)
5566,3807,의사,의사,doctor,False,義士,True,義士,4,"[['의', '사'], ['의사']]","[['義', '士'], ['義士']]","(['의', '사'], ['義', '士'])",의 (of) + 사 (Buy),義 (reason) + 士 (scholar)
5566,3807,의사,의사,doctor,False,義士,True,義士,4,"[['의', '사'], ['의사']]","[['義', '士'], ['義士']]","(['의사'], ['義士'])",의사 (a doctor),義士 (a righteous man)
5567,3808,의사,의사,doctor,False,醫師,True,醫師,4,"[['의', '사'], ['의사']]","[['醫', '師'], ['醫師']]","(['의', '사'], ['醫', '師'])",의 (of) + 사 (Buy),醫 (heal) + 師 (master)
5567,3808,의사,의사,doctor,False,醫師,True,醫師,4,"[['의', '사'], ['의사']]","[['醫', '師'], ['醫師']]","(['의사'], ['醫師'])",의사 (a doctor),醫師 (Doctor.)
5568,4924,주일,주일,week,False,主日,True,主日,3,"[['주', '일'], ['주일']]","[['主', '日'], ['主日']]","(['주', '일'], ['主', '日'])",주 (Week) + 일 (Work),主 (master) + 日 (day)
5568,4924,주일,주일,week,False,主日,True,主日,3,"[['주', '일'], ['주일']]","[['主', '日'], ['主日']]","(['주일'], ['主日'])",주일 (week),主日 (Sunday)
5569,4925,주일,주일,week,False,週日,True,週日,3,"[['주', '일'], ['주일']]","[['週', '日'], ['週日']]","(['주', '일'], ['週', '日'])",주 (Week) + 일 (Work),週 (week) + 日 (day)
5569,4925,주일,주일,week,False,週日,True,週日,3,"[['주', '일'], ['주일']]","[['週', '日'], ['週日']]","(['주일'], ['週日'])",주일 (week),週日 (Sunday)
5570,4926,주일,주일,week,False,駐日,True,駐日,3,"[['주', '일'], ['주일']]","[['駐', '日'], ['駐日']]","(['주', '일'], ['駐', '日'])",주 (Week) + 일 (Work),駐 (stop) + 日 (day)
5570,4926,주일,주일,week,False,駐日,True,駐日,3,"[['주', '일'], ['주일']]","[['駐', '日'], ['駐日']]","(['주일'], ['駐日'])",주일 (week),駐日 (resident in Japan)
5571,4348,일기,일기,diary,False,一期,True,一期,3,"[['일', '기'], ['일기']]","[['一', '期'], ['一期']]","(['일', '기'], ['一', '期'])",일 (Work) + 기 (Flag),一 (one) + 期 (date)
5571,4348,일기,일기,diary,False,一期,True,一期,3,"[['일', '기'], ['일기']]","[['一', '期'], ['一期']]","(['일기'], ['一期'])",일기 (Diary),一期 (the first installment)
5572,4349,일기,일기,diary,False,日氣,True,日氣,3,"[['일', '기'], ['일기']]","[['日', '氣'], ['日氣']]","(['일', '기'], ['日', '氣'])",일 (Work) + 기 (Flag),日 (day) + 氣 (air)
5572,4349,일기,일기,diary,False,日氣,True,日氣,3,"[['일', '기'], ['일기']]","[['日', '氣'], ['日氣']]","(['일기'], ['日氣'])",일기 (Diary),日氣 (the day)
5573,4350,일기,일기,diary,False,日記,True,日記,3,"[['일', '기'], ['일기']]","[['日', '記'], ['日記']]","(['일', '기'], ['日', '記'])",일 (Work) + 기 (Flag),日 (day) + 記 (record)
5573,4350,일기,일기,diary,False,日記,True,日記,3,"[['일', '기'], ['일기']]","[['日', '記'], ['日記']]","(['일기'], ['日記'])",일기 (Diary),日記 (diary)
5574,4206,인도,인도,India,False,人道,True,人道,3,"[['인', '도'], ['인도']]","[['人', '道'], ['人道']]","(['인', '도'], ['人', '道'])",인 (Person) + 도 (degree),人 (person) + 道 (way)
5574,4206,인도,인도,India,False,人道,True,人道,3,"[['인', '도'], ['인도']]","[['人', '道'], ['人道']]","(['인도'], ['人道'])",인도 (None),人道 (humanity)
5575,4207,인도,인도,India,False,引導,True,引導,3,"[['인', '도'], ['인도']]","[['引', '導'], ['引導']]","(['인', '도'], ['引', '導'])",인 (Person) + 도 (degree),引 (draw) + 導 (guide)
5575,4207,인도,인도,India,False,引導,True,引導,3,"[['인', '도'], ['인도']]","[['引', '導'], ['引導']]","(['인도'], ['引導'])",인도 (None),引導 (guide)
5576,4208,인도,인도,India,False,引渡,True,引渡,3,"[['인', '도'], ['인도']]","[['引', '渡'], ['引渡']]","(['인', '도'], ['引', '渡'])",인 (Person) + 도 (degree),引 (draw) + 渡 (cross)
5576,4208,인도,인도,India,False,引渡,True,引渡,3,"[['인', '도'], ['인도']]","[['引', '渡'], ['引渡']]","(['인도'], ['引渡'])",인도 (None),引渡 (deliver)
5577,4201,이상,이상하다,to be strange,True,以上,True,以上하다,3,"[['이', '상'], ['이상']]","[['以', '上'], ['以上']]","(['이', '상'], ['以', '上'])",이 (Tooth) + 상 (Prize),以 (with) + 上 (mount)
5577,4201,이상,이상하다,to be strange,True,以上,True,以上하다,3,"[['이', '상'], ['이상']]","[['以', '上'], ['以上']]","(['이상'], ['以上'])",이상 (More than),以上 (above)
5578,4202,이상,이상하다,to be strange,True,理想,True,理想하다,3,"[['이', '상'], ['이상']]","[['理', '想'], ['理想']]","(['이', '상'], ['理', '想'])",이 (Tooth) + 상 (Prize),理 (reason) + 想 (think)
5578,4202,이상,이상하다,to be strange,True,理想,True,理想하다,3,"[['이', '상'], ['이상']]","[['理', '想'], ['理想']]","(['이상'], ['理想'])",이상 (More than),理想 (ideal)
5579,4203,이상,이상하다,to be strange,True,異常,True,異常하다,3,"[['이', '상'], ['이상']]","[['異', '常'], ['異常']]","(['이', '상'], ['異', '常'])",이 (Tooth) + 상 (Prize),異 (different) + 常 (all the time)
5579,4203,이상,이상하다,to be strange,True,異常,True,異常하다,3,"[['이', '상'], ['이상']]","[['異', '常'], ['異常']]","(['이상'], ['異常'])",이상 (More than),異常 (abnormality)
5580,2947,시계,시계,watch / clock,False,市界,True,市界,3,"[['시', '계'], ['시계']]","[['市', '界'], ['市界']]","(['시', '계'], ['市', '界'])",시 (Poetry) + 계 (Korean traditional private funding),市 (market) + 界 (boundary)
5580,2947,시계,시계,watch / clock,False,市界,True,市界,3,"[['시', '계'], ['시계']]","[['市', '界'], ['市界']]","(['시계'], ['市界'])",시계 (Clock),市界 (market boundary)
5581,2948,시계,시계,watch / clock,False,時計,True,時計,3,"[['시', '계'], ['시계']]","[['時', '計'], ['時計']]","(['시', '계'], ['時', '計'])",시 (Poetry) + 계 (Korean traditional private funding),時 (time) + 計 (plan)
5581,2948,시계,시계,watch / clock,False,時計,True,時計,3,"[['시', '계'], ['시계']]","[['時', '計'], ['時計']]","(['시계'], ['時計'])",시계 (Clock),時計 (a time)
5582,2949,시계,시계,watch / clock,False,視界,True,視界,3,"[['시', '계'], ['시계']]","[['視', '界'], ['視界']]","(['시', '계'], ['視', '界'])",시 (Poetry) + 계 (Korean traditional private funding),視 (look at one's pleasure) + 界 (boundary)
5582,2949,시계,시계,watch / clock,False,視界,True,視界,3,"[['시', '계'], ['시계']]","[['視', '界'], ['視界']]","(['시계'], ['視界'])",시계 (Clock),視界 (horizon)
5583,2470,사과,사과,apple,False,沙果,True,沙果,3,"[['사', '과'], ['사과']]","[['沙', '果'], ['沙果']]","(['사', '과'], ['沙', '果'])",사 (Buy) + 과 (Department),沙 (sand) + 果 (fruit)
5583,2470,사과,사과,apple,False,沙果,True,沙果,3,"[['사', '과'], ['사과']]","[['沙', '果'], ['沙果']]","(['사과'], ['沙果'])",사과 (apple),沙果 (fruit of sand fruit)
5584,2471,사과,사과,apple,False,謝過,True,謝過,3,"[['사', '과'], ['사과']]","[['謝', '過'], ['謝過']]","(['사', '과'], ['謝', '過'])",사 (Buy) + 과 (Department),謝 (decline) + 過 (cross)
5584,2471,사과,사과,apple,False,謝過,True,謝過,3,"[['사', '과'], ['사과']]","[['謝', '過'], ['謝過']]","(['사과'], ['謝過'])",사과 (apple),謝過 (Thank you.)
5585,2472,사과,사과,apple,False,赦過,True,赦過,3,"[['사', '과'], ['사과']]","[['赦', '過'], ['赦過']]","(['사', '과'], ['赦', '過'])",사 (Buy) + 과 (Department),赦 (pardon) + 過 (cross)
5585,2472,사과,사과,apple,False,赦過,True,赦過,3,"[['사', '과'], ['사과']]","[['赦', '過'], ['赦過']]","(['사과'], ['赦過'])",사과 (apple),赦過 (pardon)
5589,6103,회의,회의하다,to hold a meeting,True,懷疑,True,懷疑하다,2,"[['회', '의'], ['회의']]","[['懷', '疑'], ['懷疑']]","(['회', '의'], ['懷', '疑'])",회 (Raw fish) + 의 (of),懷 (bear) + 疑 (doubt)
5589,6103,회의,회의하다,to hold a meeting,True,懷疑,True,懷疑하다,2,"[['회', '의'], ['회의']]","[['懷', '疑'], ['懷疑']]","(['회의'], ['懷疑'])",회의 (a conference),懷疑 (doubt)
5590,6104,회의,회의하다,to hold a meeting,True,會議,True,會議하다,2,"[['회', '의'], ['회의']]","[['會', '議'], ['會議']]","(['회', '의'], ['會', '議'])",회 (Raw fish) + 의 (of),"會 (Yes, sir.) + 議 (conference)"
5590,6104,회의,회의하다,to hold a meeting,True,會議,True,會議하다,2,"[['회', '의'], ['회의']]","[['會', '議'], ['會議']]","(['회의'], ['會議'])",회의 (a conference),會議 (conference)
5591,6093,호주,호주,Australia,False,戶主,True,戶主,2,"[['호', '주'], ['호주']]","[['戶', '主'], ['戶主']]","(['호', '주'], ['戶', '主'])",호 (issue) + 주 (Week),戶 (household) + 主 (master)
5591,6093,호주,호주,Australia,False,戶主,True,戶主,2,"[['호', '주'], ['호주']]","[['戶', '主'], ['戶主']]","(['호주'], ['戶主'])",호주 (Australia),戶主 (the head of a household)
5592,6094,호주,호주,Australia,False,濠洲,True,濠洲,2,"[['호', '주'], ['호주']]","[['濠', '洲'], ['濠洲']]","(['호', '주'], ['濠', '洲'])",호 (issue) + 주 (Week),濠 (a mountain) + 洲 (continental)
5592,6094,호주,호주,Australia,False,濠洲,True,濠洲,2,"[['호', '주'], ['호주']]","[['濠', '洲'], ['濠洲']]","(['호주'], ['濠洲'])",호주 (Australia),"濠洲 (Hao Chau, New Territories)"
5593,4939,직원,직원,staff,False,直員,True,直員,2,"[['직', '원'], ['직원']]","[['直', '員'], ['直員']]","(['직', '원'], ['直', '員'])",직 (a regular job) + 원 (Circle),直 (straight) + 員 (crew)
5593,4939,직원,직원,staff,False,直員,True,直員,2,"[['직', '원'], ['직원']]","[['直', '員'], ['直員']]","(['직원'], ['直員'])",직원 (Staff),直員 (direct member)
5594,4940,직원,직원,staff,False,職員,True,職員,2,"[['직', '원'], ['직원']]","[['職', '員'], ['職員']]","(['직', '원'], ['職', '員'])",직 (a regular job) + 원 (Circle),職 (duty) + 員 (crew)
5594,4940,직원,직원,staff,False,職員,True,職員,2,"[['직', '원'], ['직원']]","[['職', '員'], ['職員']]","(['직원'], ['職員'])",직원 (Staff),職員 (staff)
5595,4714,전화,전화하다,to call,True,轉化,True,轉化하다,2,"[['전', '화'], ['전화']]","[['轉', '化'], ['轉化']]","(['전', '화'], ['轉', '化'])",전 (Jeon) + 화 (anger),轉 (turn) + 化 (change)
5595,4714,전화,전화하다,to call,True,轉化,True,轉化하다,2,"[['전', '화'], ['전화']]","[['轉', '化'], ['轉化']]","(['전화'], ['轉化'])",전화 (Phone),轉化 (convert)
5596,4715,전화,전화하다,to call,True,電話,True,電話하다,2,"[['전', '화'], ['전화']]","[['電', '話'], ['電話']]","(['전', '화'], ['電', '話'])",전 (Jeon) + 화 (anger),電 (electricity) + 話 (a word)
5596,4715,전화,전화하다,to call,True,電話,True,電話하다,2,"[['전', '화'], ['전화']]","[['電', '話'], ['電話']]","(['전화'], ['電話'])",전화 (Phone),電話 (Phone number.)
5597,4712,전화,전화,cellular phone/mobile,False,轉化,True,轉化,2,"[['전', '화'], ['전화']]","[['轉', '化'], ['轉化']]","(['전', '화'], ['轉', '化'])",전 (Jeon) + 화 (anger),轉 (turn) + 化 (change)
5597,4712,전화,전화,cellular phone/mobile,False,轉化,True,轉化,2,"[['전', '화'], ['전화']]","[['轉', '化'], ['轉化']]","(['전화'], ['轉化'])",전화 (Phone),轉化 (convert)
5598,4713,전화,전화,cellular phone/mobile,False,電話,True,電話,2,"[['전', '화'], ['전화']]","[['電', '話'], ['電話']]","(['전', '화'], ['電', '話'])",전 (Jeon) + 화 (anger),電 (electricity) + 話 (a word)
5598,4713,전화,전화,cellular phone/mobile,False,電話,True,電話,2,"[['전', '화'], ['전화']]","[['電', '話'], ['電話']]","(['전화'], ['電話'])",전화 (Phone),電話 (Phone number.)
5601,3809,의자,의자,chair,False,倚子,True,倚子,2,"[['의', '자'], ['의자']]","[['倚', '子'], ['倚子']]","(['의', '자'], ['倚', '子'])",의 (of) + 자 (Let's.),倚 (lean on) + 子 (son)
5601,3809,의자,의자,chair,False,倚子,True,倚子,2,"[['의', '자'], ['의자']]","[['倚', '子'], ['倚子']]","(['의자'], ['倚子'])",의자 (chair),倚子 (lean on)
5602,3810,의자,의자,chair,False,椅子,True,椅子,2,"[['의', '자'], ['의자']]","[['椅', '子'], ['椅子']]","(['의', '자'], ['椅', '子'])",의 (of) + 자 (Let's.),椅 (chair) + 子 (son)
5602,3810,의자,의자,chair,False,椅子,True,椅子,2,"[['의', '자'], ['의자']]","[['椅', '子'], ['椅子']]","(['의자'], ['椅子'])",의자 (chair),椅子 (chair)
5603,3800,은행,은행,bank,False,銀杏,True,銀杏,2,"[['은', '행'], ['은행']]","[['銀', '杏'], ['銀杏']]","(['은', '행'], ['銀', '杏'])",은 (Silver) + 행 (Row),銀 (silver) + 杏 (apricot)
5603,3800,은행,은행,bank,False,銀杏,True,銀杏,2,"[['은', '행'], ['은행']]","[['銀', '杏'], ['銀杏']]","(['은행'], ['銀杏'])",은행 (Bank),銀杏 (gingko biloba [ginkgo biloba])
5604,3801,은행,은행,bank,False,銀行,True,銀行,2,"[['은', '행'], ['은행']]","[['銀', '行'], ['銀行']]","(['은', '행'], ['銀', '行'])",은 (Silver) + 행 (Row),"銀 (silver) + 行 (Yes, sir.)"
5604,3801,은행,은행,bank,False,銀行,True,銀行,2,"[['은', '행'], ['은행']]","[['銀', '行'], ['銀行']]","(['은행'], ['銀行'])",은행 (Bank),銀行 (bank)
5605,3443,요금,요금,fare charge,False,料金,True,料金,2,"[['요', '금'], ['요금']]","[['料', '金'], ['料金']]","(['요', '금'], ['料', '金'])",요 (yo) + 금 (gold),料 (material) + 金 (gold)
5605,3443,요금,요금,fare charge,False,料金,True,料金,2,"[['요', '금'], ['요금']]","[['料', '金'], ['料金']]","(['요금'], ['料金'])",요금 (Fare),料金 (material gold)
5606,3444,요금,요금,fare charge,False,料金,True,料金,2,"[['요', '금'], ['요금']]","[['料', '金'], ['料金']]","(['요', '금'], ['料', '金'])",요 (yo) + 금 (gold),料 (material) + 金 (gold)
5606,3444,요금,요금,fare charge,False,料金,True,料金,2,"[['요', '금'], ['요금']]","[['料', '金'], ['料金']]","(['요금'], ['料金'])",요금 (Fare),料金 (material gold)
5607,3237,영화,영화,movie,False,映畵,True,映畵,2,"[['영', '화'], ['영화']]","[['映', '畵'], ['映畵']]","(['영', '화'], ['映', '畵'])",영 (zero) + 화 (anger),映 (reflect) + 畵 (paint)
5607,3237,영화,영화,movie,False,映畵,True,映畵,2,"[['영', '화'], ['영화']]","[['映', '畵'], ['映畵']]","(['영화'], ['映畵'])",영화 (Movies),映畵 (picture)
5608,3238,영화,영화,movie,False,榮華,True,榮華,2,"[['영', '화'], ['영화']]","[['榮', '華'], ['榮華']]","(['영', '화'], ['榮', '華'])",영 (zero) + 화 (anger),榮 (glory) + 華 (fancy)
5608,3238,영화,영화,movie,False,榮華,True,榮華,2,"[['영', '화'], ['영화']]","[['榮', '華'], ['榮華']]","(['영화'], ['榮華'])",영화 (Movies),榮華 (be in glory)
5609,3235,영어,영어,English (language),False,囹圄,True,囹圄,2,"[['영', '어'], ['영어']]","[['囹', '圄'], ['囹圄']]","(['영', '어'], ['囹', '圄'])",영 (zero) + 어 (Uh.),囹 (ensign) + 圄 (jail)
5609,3235,영어,영어,English (language),False,囹圄,True,囹圄,2,"[['영', '어'], ['영어']]","[['囹', '圄'], ['囹圄']]","(['영어'], ['囹圄'])",영어 (English),囹圄 (be imprisoned)
5610,3236,영어,영어,English (language),False,英語,True,英語,2,"[['영', '어'], ['영어']]","[['英', '語'], ['英語']]","(['영', '어'], ['英', '語'])",영 (zero) + 어 (Uh.),英 (English) + 語 (language)
5610,3236,영어,영어,English (language),False,英語,True,英語,2,"[['영', '어'], ['영어']]","[['英', '語'], ['英語']]","(['영어'], ['英語'])",영어 (English),英語 (English)
5611,3191,연구원,연구원,researcher,False,硏究員,True,硏究員,2,"[['연', '구', '원'], ['연', '구원'], ['연구', '원'], ['연구원']]","[['硏', '究', '員'], ['硏', '究員'], ['硏究', '員'], ['硏究員']]","(['연', '구', '원'], ['硏', '究', '員'])",연 (Kite) + 구 (District) + 원 (Circle),硏 (study) + 究 (investigate) + 員 (crew)
5611,3191,연구원,연구원,researcher,False,硏究員,True,硏究員,2,"[['연', '구', '원'], ['연', '구원'], ['연구', '원'], ['연구원']]","[['硏', '究', '員'], ['硏', '究員'], ['硏究', '員'], ['硏究員']]","(['연', '구원'], ['硏', '究員'])",연 (Kite) + 구원 (Salvation),硏 (study) + 究員 (researcher)
5611,3191,연구원,연구원,researcher,False,硏究員,True,硏究員,2,"[['연', '구', '원'], ['연', '구원'], ['연구', '원'], ['연구원']]","[['硏', '究', '員'], ['硏', '究員'], ['硏究', '員'], ['硏究員']]","(['연구', '원'], ['硏究', '員'])",연구 (Research) + 원 (Circle),硏究 (study) + 員 (crew)
