,hangul_word,hangeul_english_translation,does_end_in_hada,hangul_word_wo_hada,hanja_word,hanja_exists,Unnamed: 0,hanja_english_translation
30,구,nine,False,구,拘,True,1749.0,arrest
30,구,nine,False,구,捄,True,,
30,구,nine,False,구,搆,True,1938.0,extend
30,구,nine,False,구,搝,True,,
30,구,nine,False,구,摳,True,1017.0,dig
30,구,nine,False,구,撀,True,,
30,구,nine,False,구,敂,True,,
30,구,nine,False,구,救,True,2248.0,save
30,구,nine,False,구,敺,True,,
30,구,nine,False,구,斪,True,,
30,구,nine,False,구,旧,True,1414.0,old days
30,구,nine,False,구,昫,True,,
30,구,nine,False,구,朐,True,853.0,law
30,구,nine,False,구,朹,True,,
30,구,nine,False,구,杦,True,,
30,구,nine,False,구,构,True,3478.0,frame
30,구,nine,False,구,枸,True,956.0,Chinese wolf
30,구,nine,False,구,柩,True,2341.0,coffin
30,구,nine,False,구,桕,True,3127.0,tallow
30,구,nine,False,구,梂,True,,
30,구,nine,False,구,椇,True,,
30,구,nine,False,구,榘,True,670.0,upright
30,구,nine,False,구,構,True,717.0,frame
30,구,nine,False,구,欋,True,,
30,구,nine,False,구,欍,True,,
30,구,nine,False,구,欧,True,3193.0,"Oh, my God."
30,구,nine,False,구,欨,True,,
30,구,nine,False,구,歐,True,1677.0,"Oh, my God."
30,구,nine,False,구,殏,True,,
30,구,nine,False,구,殴,True,316.0,beat
30,구,nine,False,구,毆,True,1376.0,beat
30,구,nine,False,구,毬,True,2946.0,ball
30,구,nine,False,구,氍,True,,
30,구,nine,False,구,求,True,3575.0,ask
30,구,nine,False,구,汣,True,,
30,구,nine,False,구,沟,True,3387.0,ditch
30,구,nine,False,구,沤,True,4340.0,decay
30,구,nine,False,구,泃,True,,
30,구,nine,False,구,浗,True,,
30,구,nine,False,구,溝,True,4321.0,ditch
30,구,nine,False,구,滱,True,,
30,구,nine,False,구,漚,True,2567.0,decay
30,구,nine,False,구,灈,True,,
30,구,nine,False,구,灸,True,1311.0,moxibustion
30,구,nine,False,구,煹,True,,
30,구,nine,False,구,熰,True,,
30,구,nine,False,구,爠,True,,
30,구,nine,False,구,牞,True,,
30,구,nine,False,구,犋,True,,
30,구,nine,False,구,犰,True,3926.0,arm
30,구,nine,False,구,狗,True,3191.0,dog
30,구,nine,False,구,玖,True,469.0,nine
30,구,nine,False,구,玽,True,,
30,구,nine,False,구,球,True,281.0,ball
30,구,nine,False,구,璆,True,,
30,구,nine,False,구,瓯,True,94.0,ou
30,구,nine,False,구,甌,True,4712.0,ou
30,구,nine,False,구,畂,True,,
30,구,nine,False,구,疚,True,3125.0,feel guilty
30,구,nine,False,구,痀,True,,
30,구,nine,False,구,癯,True,1049.0,be thin
30,구,nine,False,구,皳,True,,
30,구,nine,False,구,盚,True,,
30,구,nine,False,구,眍,True,463.0,deep
30,구,nine,False,구,眗,True,,
30,구,nine,False,구,瞉,True,,
30,구,nine,False,구,瞘,True,4372.0,deep
30,구,nine,False,구,瞿,True,3124.0,all
30,구,nine,False,구,矩,True,4384.0,upright
30,구,nine,False,구,究,True,440.0,investigate
30,구,nine,False,구,窛,True,,
30,구,nine,False,구,窭,True,1804.0,poor
30,구,nine,False,구,窶,True,1175.0,poor
30,구,nine,False,구,竘,True,,
30,구,nine,False,구,竬,True,,
30,구,nine,False,구,笱,True,213.0,overpowering
30,구,nine,False,구,筘,True,1616.0,reed
30,구,nine,False,구,篝,True,4261.0,bonanza
30,구,nine,False,구,簆,True,,
30,구,nine,False,구,簼,True,,
30,구,nine,False,구,粂,True,,
30,구,nine,False,구,糗,True,4134.0,embarrassment
30,구,nine,False,구,紌,True,,
30,구,nine,False,구,絇,True,,
30,구,nine,False,구,絿,True,,
30,구,nine,False,구,緱,True,,
30,구,nine,False,구,缑,True,,
30,구,nine,False,구,翑,True,,
30,구,nine,False,구,耇,True,,
30,구,nine,False,구,耈,True,,
30,구,nine,False,구,耉,True,3763.0,nine
30,구,nine,False,구,聥,True,,
30,구,nine,False,구,肍,True,,
30,구,nine,False,구,胊,True,,
30,구,nine,False,구,脙,True,2755.0,make a situation
30,구,nine,False,구,膒,True,,
30,구,nine,False,구,臞,True,,
30,구,nine,False,구,臼,True,396.0,mortar
30,구,nine,False,구,舅,True,1256.0,uncle
30,구,nine,False,구,舊,True,322.0,old days
30,구,nine,False,구,舏,True,,
30,구,nine,False,구,艽,True,4553.0,wild vegetation
30,구,nine,False,구,芶,True,,
30,구,nine,False,구,苟,True,3504.0,carelessly
30,구,nine,False,구,茩,True,,
30,구,nine,False,구,萛,True,,
30,구,nine,False,구,葋,True,,
30,구,nine,False,구,蒟,True,3058.0,oil field
30,구,nine,False,구,蓲,True,,
30,구,nine,False,구,蔲,True,,
30,구,nine,False,구,蔻,True,4875.0,cardamom
30,구,nine,False,구,蘒,True,,
30,구,nine,False,구,蚯,True,1427.0,earth
30,구,nine,False,구,蚼,True,,
30,구,nine,False,구,蛷,True,,
30,구,nine,False,구,蝺,True,,
30,구,nine,False,구,蠷,True,,
30,구,nine,False,구,蠼,True,75.0,earwig
30,구,nine,False,구,衢,True,1663.0,thoroughfare
30,구,nine,False,구,袧,True,3920.0,"No, I don't."
30,구,nine,False,구,裘,True,2362.0,"Jo, come on."
30,구,nine,False,구,褠,True,1849.0,a large house
30,구,nine,False,구,覯,True,3570.0,go out of one's head
30,구,nine,False,구,觏,True,4198.0,go out of one's head
30,구,nine,False,구,觓,True,,
30,구,nine,False,구,觩,True,,
30,구,nine,False,구,訄,True,,
30,구,nine,False,구,訅,True,,
30,구,nine,False,구,訽,True,,
30,구,nine,False,구,詬,True,1488.0,criticize
30,구,nine,False,구,謳,True,4329.0,celebrate
30,구,nine,False,구,讴,True,3194.0,celebrate
30,구,nine,False,구,诟,True,925.0,criticize
30,구,nine,False,구,豿,True,,
30,구,nine,False,구,賕,True,,
30,구,nine,False,구,購,True,4659.0,buy
30,구,nine,False,구,购,True,2001.0,buy
30,구,nine,False,구,赇,True,,
30,구,nine,False,구,跔,True,,
30,구,nine,False,구,躣,True,,
30,구,nine,False,구,躯,True,3149.0,body
30,구,nine,False,구,軀,True,2011.0,body
30,구,nine,False,구,軥,True,,
30,구,nine,False,구,逑,True,3383.0,ball
30,구,nine,False,구,遘,True,487.0,fall in
30,구,nine,False,구,邭,True,,
30,구,nine,False,구,邱,True,1153.0,high
30,구,nine,False,구,釓,True,4818.0,gadolinium
30,구,nine,False,구,釚,True,,
30,구,nine,False,구,釦,True,2713.0,cuff
30,구,nine,False,구,鈎,True,1565.0,hook
30,구,nine,False,구,鉤,True,3578.0,hook
30,구,nine,False,구,銶,True,,
30,구,nine,False,구,鑺,True,,
30,구,nine,False,구,钆,True,3027.0,gadolinium
30,구,nine,False,구,钩,True,2133.0,hook
30,구,nine,False,구,镹,True,,
30,구,nine,False,구,阄,True,4040.0,draw lots
30,구,nine,False,구,雊,True,,
30,구,nine,False,구,鞲,True,1075.0,six-year-grabbing
30,구,nine,False,구,韝,True,3310.0,six-year-grabbing
30,구,nine,False,구,韭,True,2082.0,leek
30,구,nine,False,구,韮,True,,
30,구,nine,False,구,韯,True,,
30,구,nine,False,구,颶,True,271.0,hurriches
30,구,nine,False,구,飓,True,4391.0,hurriches
30,구,nine,False,구,駆,True,,
30,구,nine,False,구,駈,True,,
30,구,nine,False,구,駒,True,1917.0,coltleneck
30,구,nine,False,구,驅,True,748.0,drive
30,구,nine,False,구,驱,True,3165.0,drive
30,구,nine,False,구,驹,True,3003.0,coltleneck
30,구,nine,False,구,鬮,True,2970.0,draw lots
30,구,nine,False,구,鮈,True,4003.0,the sound of a bell
30,구,nine,False,구,鯄,True,,
30,구,nine,False,구,鯦,True,,
30,구,nine,False,구,鰸,True,,
30,구,nine,False,구,鳩,True,2751.0,pigeon
30,구,nine,False,구,鴎,True,,
30,구,nine,False,구,鴝,True,1299.0,red robin
30,구,nine,False,구,鷇,True,,
30,구,nine,False,구,鷗,True,4113.0,gull
30,구,nine,False,구,鸜,True,,
30,구,nine,False,구,鸠,True,1582.0,pigeon
30,구,nine,False,구,鸥,True,3365.0,gull
30,구,nine,False,구,鸲,True,74.0,red robin
30,구,nine,False,구,麔,True,,
30,구,nine,False,구,鼩,True,3133.0,shrew
30,구,nine,False,구,鼽,True,3208.0,roundabout
30,구,nine,False,구,齨,True,,
30,구,nine,False,구,龜,True,4689.0,turtle
30,구,nine,False,구,龟,True,468.0,turtle
30,구,nine,False,구,㐀,True,,
30,구,nine,False,구,㐜,True,,
30,구,nine,False,구,㐤,True,,
30,구,nine,False,구,㓂,True,,
30,구,nine,False,구,㔚,True,,
30,구,nine,False,구,㕤,True,,
30,구,nine,False,구,㖵,True,,
30,구,nine,False,구,㗕,True,,
30,구,nine,False,구,㘗,True,,
30,구,nine,False,구,㘳,True,,
30,구,nine,False,구,㙀,True,,
30,구,nine,False,구,㚱,True,,
30,구,nine,False,구,㛏,True,,
30,구,nine,False,구,㜹,True,,
30,구,nine,False,구,㝌,True,,
30,구,nine,False,구,㝤,True,,
30,구,nine,False,구,㞗,True,,
30,구,nine,False,구,㟈,True,,
30,구,nine,False,구,㡚,True,,
30,구,nine,False,구,㡱,True,,
30,구,nine,False,구,㣘,True,,
30,구,nine,False,구,㤹,True,,
30,구,nine,False,구,㧨,True,,
30,구,nine,False,구,㨌,True,,
30,구,nine,False,구,㪺,True,,
30,구,nine,False,구,㬬,True,,
30,구,nine,False,구,㭝,True,,
30,구,nine,False,구,㰶,True,,
30,구,nine,False,구,㲃,True,,
30,구,nine,False,구,㲄,True,,
30,구,nine,False,구,㲘,True,,
30,구,nine,False,구,㳋,True,,
30,구,nine,False,구,㳰,True,,
30,구,nine,False,구,㶢,True,,
30,구,nine,False,구,㸨,True,,
30,구,nine,False,구,㺃,True,,
30,구,nine,False,구,㺫,True,,
30,구,nine,False,구,㺵,True,,
30,구,nine,False,구,㻤,True,,
30,구,nine,False,구,㽛,True,,
30,구,nine,False,구,䀠,True,,
30,구,nine,False,구,䂂,True,,
30,구,nine,False,구,䃓,True,,
30,구,nine,False,구,䄔,True,,
30,구,nine,False,구,䅓,True,,
30,구,nine,False,구,䆒,True,,
30,구,nine,False,구,䈮,True,,
30,구,nine,False,구,䉩,True,,
30,구,nine,False,구,䊆,True,,
30,구,nine,False,구,䊵,True,,
30,구,nine,False,구,䋧,True,,
30,구,nine,False,구,䐟,True,,
30,구,nine,False,구,䑦,True,,
30,구,nine,False,구,䓻,True,,
30,구,nine,False,구,䙔,True,,
30,구,nine,False,구,䛮,True,,
30,구,nine,False,구,䜪,True,,
30,구,nine,False,구,䝭,True,,
30,구,nine,False,구,䞤,True,,
30,구,nine,False,구,䟬,True,,
30,구,nine,False,구,䟵,True,,
30,구,nine,False,구,䡂,True,,
30,구,nine,False,구,䣇,True,,
30,구,nine,False,구,䤛,True,,
30,구,nine,False,구,䥲,True,,
30,구,nine,False,구,䦰,True,,
30,구,nine,False,구,䧢,True,,
30,구,nine,False,구,䧱,True,,
30,구,nine,False,구,䧶,True,,
30,구,nine,False,구,䪷,True,,
30,구,nine,False,구,䬨,True,,
30,구,nine,False,구,䬲,True,,
30,구,nine,False,구,䮃,True,,
30,구,nine,False,구,䰗,True,,
30,구,nine,False,구,䲥,True,,
30,구,nine,False,구,䲫,True,,
30,구,nine,False,구,䳎,True,,
30,구,nine,False,구,䳹,True,,
30,구,nine,False,구,䳼,True,,
30,구,nine,False,구,䵶,True,,
30,구,nine,False,구,䶚,True,,
31,구두,dress shoes,False,구두,口頭,True,166.0,a word of mouth
32,구월,September,False,구월,九月,True,23.0,September
33,국적,nationality,False,국적,國籍,True,286.0,nationality
34,귀,ear,False,귀,刿,True,2551.0,gauze
34,귀,ear,False,귀,劌,True,4098.0,gauze
34,귀,ear,False,귀,嘳,True,,
34,귀,ear,False,귀,宄,True,2765.0,a cast of a person
34,귀,ear,False,귀,尯,True,,
34,귀,ear,False,귀,帰,True,,
34,귀,ear,False,귀,归,True,1676.0,return
34,귀,ear,False,귀,撌,True,,
34,귀,ear,False,귀,晷,True,3380.0,a sundial
34,귀,ear,False,귀,椢,True,,
34,귀,ear,False,귀,槶,True,,
34,귀,ear,False,귀,櫷,True,,
34,귀,ear,False,귀,歸,True,4420.0,return
34,귀,ear,False,귀,皈,True,1994.0,convert
34,귀,ear,False,귀,瞆,True,,
34,귀,ear,False,귀,瞶,True,,
34,귀,ear,False,귀,聭,True,,
34,귀,ear,False,귀,腃,True,,
34,귀,ear,False,귀,蘬,True,,
34,귀,ear,False,귀,貴,True,3123.0,expensive
34,귀,ear,False,귀,贵,True,384.0,expensive
34,귀,ear,False,귀,騩,True,,
34,귀,ear,False,귀,鬼,True,3834.0,ghost
34,귀,ear,False,귀,㱕,True,,
34,귀,ear,False,귀,㸵,True,,
34,귀,ear,False,귀,䁛,True,,
34,귀,ear,False,귀,䌆,True,,
34,귀,ear,False,귀,䙡,True,1193.0,knot
34,귀,ear,False,귀,䝿,True,,
34,귀,ear,False,귀,䞈,True,,
